title,description,id
young frankenstein,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",1987
diary of the dead,A group of young film students run into real-life zombies while filming a horror movie of their own.,1988
ulee's gold,An elderly beekeeper and Vietnam vet must rescue his daughter-in-law and protect his grandchildren from killers.,1989
donovan's reef,"'Guns' Donovan prefers carousing with his pals Doc Dedham and 'Boats' Gilhooley, until Dedham's high-society daughter Amelia shows up in their South Seas paradise.",1990
blazing saddles,"A town – where everyone seems to be named Johnson – is in the way of the railroad and, in order to grab their land, Hedley Lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",1991
maurice,"After his lover rejects him, a young man trapped by the oppressiveness of Edwardian society tries to come to terms with and accept his sexuality.",1992
riding giants,Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.,1993
singin' in the rain,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.",1994
that thing you do!,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",1995
halloween iii: season of the witch,"Dr. Daniel Challis and Ellie Grimbridge stumble onto a gruesome murder scheme when Ellie's novelty-salesman father, Harry, is killed while in possession of a strange mask made by the Silver Shamrock mask company. The company's owner, Conal Cochran, wants to return Halloween to its darker roots using his masks -- and his unspeakable scheme would unleash death and destruction across the country.",1996
escape from the planet of the apes,"The world is shocked by the appearance of two talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society; but one man believes them to be a threat to the human race.",1997
hud,"Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes too aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he explains, ""I always say the law was meant to be interpreted in a lenient manner.""",1998
my own private idaho,"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters (River Phoenix) is a gay hustler afflicted with narcolepsy. Scott Favor (Keanu Reeves) is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant.",1999
garden state,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",2000
before sunrise,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",2001
jesus' son,A young man turns from drug addiction and petty crime to a life redeemed by a discovery of compassion,2002
saving face,A Chinese-American lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.,2003
brick lane,"The grind of daily life as a Brick Lane Bangladessi as seen through the eyes of Nazneen (Chatterjee), who at 17 enters an arranged marriage with Chanu (Kaushik). Years later, living in east London with her family, she meets a young man Karim (Simpson).",2004
my life without me,A Pedro Almodovar production in which a fatally ill mother with only two months to live creates a list of things she wants to do before she dies with out telling her family of her illness.,2005
religulous,"Commentator-comic Bill Maher plays devil's advocate with religion as he talks to believers about their faith. Traveling around the world, Maher examines the tenets of Christianity, Judaism and Islam and raises questions about homosexuality, proof of Christ's existence, Jewish Sabbath laws, violent Muslim extremists.",2006
get on the bus,"Get On the Bus follows several Black men on a cross country bus trip to the Million Man March. On the bus are an eclectic set of characters including a laid off aircraft worker, a former Gang Banger, a Hollywood actor, a cop who is of mixed racial background, and a White bus driver, all make the trek discussing issues surrounding the march, manhood, religion, politics, and race.",2007
idiocracy,"To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",2008
this is england,"A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends even like family. Based on experiences of director Shane Meadows.",2009
"dancer, texas pop. 81","Four guys, best friends, have grown up together in DANCER, TEXAS POP. 81, a tiny town in West Texas. Years ago, they made a solemn vow to leave town together as soon as they graduate. Now, it's that weekend and the time has come to ""put up or shut up."" The clock is ticking and as all 81 people in the town watch, comment, offer advice and place bets, these four very different boys with unique backgrounds struggle with the biggest decision of their lives... whether to stay or leave home.",2010
show boat,A dashing Mississippi river gambler wins the affections of the daughter of the owner of the Show Boat.,2011
fantasia,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",2012
eden,"After their plane crashes off the coast of a deserted Pacific island, the surviving members of an American soccer team find themselves in the most dire of circumstances with limited resources, dwindling food supply and no rescue coming any time soon.  Team spirit evaporates as disagreements cause the group to separate into factions - a violent one lead by an unbalanced ruler, and a compassionate one led by a selfless player.",2013
bully,"After finding himself at the constant abuse of his best friend Bobby, Marty has become fed up with his friend's twisted ways. His girlfriend, a victim of Bobby's often cruel ways, couldn't agree more and they strategize murdering Bobby.",2014
elling,"When his mother, who has sheltered him his entire 40 years, dies, Elling, a sensitive, would-be poet, is sent to live in a state institution. There he meets Kjell Bjarne, a gentle giant and female-obsessed virgin in his 40s. After two years, the men are released and provided with a state-funded apartment and stipend with the hope they will be able to live on their own.",2015
[rec],A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,2016
from russia with love,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy",2017
sleeper,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",2018
to kill a mockingbird,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.",2019
boys don't cry,"Female born, Teena Brandon adopts his male identity of Brandon Teena and attempts to find himself and love in Nebraska.",2020
smoke signals,"Young Indian man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by Arnold. Arnold soon left his family, and Victor hasn't seen his father for 10 years. When Victor hears Arnold has died, Thomas offers him funding for the trip to get Arnold's remains",2021
american splendor,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,2022
thirteen,"Tracy is a normal 13-year-old trying to make it in school. After befriending the most popular girl at school, Evie, Tracy's world is turned upside down when Evie introduces her to a world of sex, drugs and cash. But it isn't long before Tracy's new world and attitude finally takes a toll on her, her family, and old friends.",2023
gentleman's agreement,A magazine writer poses as a Jew to expose anti-Semitism.,2024
touching the void,"A documentary based on the book of the same name by Joe Simpson about Simpson's and Simon Yates' disastrous and near-fatal attempt to climb 6,344m Siula Grande in the Cordillera Huayhuash in the Peruvian Andes in 1985.",2025
alexander's ragtime band,"Roger Grant, a classical violinist, disappoints his family and teacher when he organizes a jazz band, but he and the band become successful. Roger falls in love with his singer Stella, but his reluctance to lose her leads him to thwart her efforts to become a solo star. When the World War separates them in 1917, Stella marries Roger's best friend Charlie. Roger comes home after the war and an important concert at Carnegie Hall brings the corners of the romantic triangle together.",2026
me and you and everyone we know,"The feature film debut by artist Miranda July about a various comic situations and plots that intertwine. One story line is about a father who is ending his marriage and the other story is of a video artist (possibly autobiographical of Miranda July, also played by her) who is desperately trying to get her work in a modern art museum. The film won Caméra d'Or at Cannes.",2027
ghost dog: the way of the samurai,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,2028
harsh times,"Jim Davis is an ex-Army Ranger who finds himself slipping back into his old life of petty crime after a job offer from the LAPD evaporates. His best friend is pressured by his girlfriend Sylvia to find a job, but Jim is more interested in hanging out and making cash from small heists, while trying to get a law enforcement job so he can marry his Mexican girlfriend.",2029
full frontal,"A contemporary comedy set in Los Angeles, Full Frontal traces the complicated relationship among seven friends as they deal with the fragile connections that bind them together. Full Frontal takes place during a twenty-four hour period - a day in the life of missed connections.",2030
witchboard,"Playing around with a Ouija board, a trio of friends succeeds in contacting the spirit of a young boy. Trouble begins when the evil spirit, Malfeitor, takes over one of their bodies.",2031
shortbus,"A group of New Yorkers caught up in their milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality.. The characters converge in a weekly Brooklyn salon loosely inspired by various underground NYC gatherings that took place in the early 2000's.",2032
no end in sight,"Chronological look at the fiasco in Iraq, especially decisions made in the spring of 2003 - and the backgrounds of those making decisions - immediately following the overthrow of Saddam: no occupation plan, an inadequate team to run the country, insufficient troops to keep order, and three edicts from the White House announced by Bremmer when he took over.",2033
in the shadow of the moon,"Archival material from the original NASA film footage – much of it seen for the first time – plus interviews with the surviving astronauts, including Jim Lovell, Dave Scott, John Young, Gene Cernan, Mike Collins, Buzz Aldrin, Alan Bean, Edgar Mitchell, Charlie Duke and Harrison Schmitt.",2034
inside deep throat,"In 1972, a seemingly typical shoestring budget pornographic film was made in a Florida hotel, ""Deep Throat,"" starring Linda Lovelace. This film would surpass the wildest expectation of everyone involved to become one of the most successful independent films of all time. It caught the public imagination which met the spirit of the times, even as the self appointed guardians of public morality struggled to suppress it, and created, for a brief moment, a possible future where sexuality in film had a bold artistic potential. This film covers the story of the making of this controversial film, its stunning success, its hysterical opposition along with its dark side of mob influence and allegations of the on set mistreatment of the film's star. In short, the combined events would redefine the popular appeal of pornography, even as more cynical developments would lead it down other paths.",2035
dinner rush,"Is it just another evening at the hugely popular Italian restaurant of proprietor and bookmaker Louis Cropa in New York? Anything but as tonight's guests include; a local police detective and his wife specially invited by the owner; on the balcony rival bookmaker gangsters from Queens who want to become partners in the restaurant; in the corner renowned food critic 'the food nymph' is her usual demanding self; and at the bar, seemingly unnoticed, is Ken. As the evening continues enter Duncan, inveterate gambler and sous-chef on-the-line in the frenetic kitchen downstairs, who acts as the catalyst that causes the evening to draw to its inevitable, explosive, deadly conclusion.",2036
clockwatchers,Iris can best be described as a wallflower. She begins her first day as a temp for the nondescript Global Credit Association by waiting in a chair for two hours...,2037
subway,"Fred, a raffish safe blower, takes refuge in the Paris Metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents. While hiding out in the back rooms and conduits of the Metro, Fred encounters a subterranean society of eccentric characters and petty criminals. Despite being pursued by the henchmen, Fred finds the time to flirt with Héléna, blow a safe, rob a train, evade the hapless Metro police, and start a rock band",2038
house of d,"An American artist living a bohemian existence in Paris, Tom Warshaw (David Duchovny) is trying to make sense of his troubled adult life by reflecting upon his extraordinary childhood.",2039
teeth,"Dawn is an active member of her high-school chastity club but, when she meets Tobey, nature takes its course, and the pair answer the call. They suddenly learn she is a living example of the vagina dentata myth, when the encounter takes a grisly turn.",2040
six-string samurai,"In a post-apocalyptic world where the Russians have taken over a nuked USA and Elvis is king of Lost Vegas, Buddy is a '50s rocker and wandering warrior rolled into one, too-cool package. Armed with his six-string in one hand and his sword in the other, Buddy is on his way to Vegas to succeed Elvis as King. Along the way, he saves an orphan who decides to tag along.",2041
it's all gone pete tong,"Its All Gone Pete Tong is a comedy following the tragic life of legendary Frankie Wilde. The story takes us through Frankie's life from one of the best DJ's alive, through subsequent battle with a hearing disorder, culminating in his mysterious disappearance from the scene.",2042
24 7: twenty four seven,"In a typical English working-class town, the juveniles have nothing more to do than hang around in gangs. One day, Alan Darcy, a highly motivated man with the same kind of youth experience, starts trying to get the young people off the street and into doing something they can believe in: Boxing. Darcy opens a boxing club, aiming to bring the rival gangs together.",2043
stonewall,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.",2044
london,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,2045
sherrybaby,"After serving time in prison, former drug addict Sherry Swanson returns home to reclaim her young daughter from family members who have been raising the child. Sherry's family, especially her sister-in-law, doubt Sherry's ability to be a good mother, and Sherry finds her resolve to stay clean slowly weakening.",2046
bananas,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",2047
river's edge,"A group of high school friends discover that they are in the presence of a killer. One of them, Samson, has murdered his girlfriend Jamie. He brags to his friends about killing her, and when they discover he is telling the truth, their reactions vary.",2048
northfork,"""We are all angels. It is what we do with our wings that separates us."" In the next two days, the town of Northfork will cease to exist. The year is 1955 and Northfork is literally about to be ""dammed,"" flooded to make way for a new hydroelectric project.",2049
man on wire,"On August 7th 1974, French tightrope walker Philippe Petit stepped out on a high wire, illegally rigged between New York's World Trade Center twin towers, then the world's tallest buildings. After nearly an hour of performing on the wire, 1,350 feet above the sidewalks of Manhattan, he was arrested. This fun and spellbinding documentary chronicles Philippe Petit's ""highest"" achievement.",2050
dr. strangelove or: how i learned to stop worrying and love the bomb,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.",2051
battle for the planet of the apes,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",2052
songcatcher,"After being denied a promotion at the university where she teaches, Doctor Lily Penleric, a brilliant musicologist, impulsively visits her sister, who runs a struggling rural school in Appalachia. There she stumbles upon the discovery of her life - a treasure trove of ancient Scots-Irish ballads, songs that have been handed down from generation to generation, preserved intact by the seclusion of the mountains. With the goal of securing her promotion, Lily ventures into the most isolated areas of the mountains to collect the songs and finds herself increasingly enchanted.",2053
ed and his dead mother,"A mourning son makes a deal to reanimate his one year dead mother, however things turn into an unexpected direction.",2054
travellers and magicians,"A young government official, named Dondup, who is smitten with America (he even has a denim gho) dreams of escaping there while stuck in a beautiful but isolated village. He hopes to connect in the U.S. with a visa out of the country. He misses the one bus out of town to Thimphu, however, and is forced to hitchhike and walk along the Lateral Road to the west, accompanied by an apple seller, a Buddhist monk with his ornate, dragon-headed dramyin, a drunk, a widowed rice paper maker, and his beautiful daughter, Sonam.",2055
hang 'em high,"Marshall Jed Cooper survives a hanging, vowing revenge on the lynch mob that left him dangling. To carry out his oath for vengeance, he returns to his former job as a lawman. Before long, he's caught up with the nine men on his hit list and starts dispensing his own brand of Wild West justice.",2056
may,"Psychological horror about a lonely young woman traumatized by a difficult childhood, and her increasingly desperate attempts to connect with the people around her.",2057
conquest of the planet of the apes,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.",2058
in the bedroom,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. He is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.",2059
"happy, texas","Two escaped convicts roll into the village of Happy, Texas, where they're mistaken for a gay couple who work as beauty pageant consultants. They go along with it to duck the police, but the local sheriff has a secret of his own.",2060
my summer of love,"In the Yorkshire countryside, working-class tomboy Mona meets the exotic, pampered Tasmin. Over the summer season, the two young women discover they have much to teach one another, and much to explore together.",2061
yes,"She is a scientist. He is a Lebanese doctor. They meet at a banquet and fall into a carefree, passionate relationship. But difficulties abound because of his heritage and her loveless marriage. She flies to Havana to sort things out on the beach and in the cabarets. She sends him a ticket, but harbors no illusions that He will join her in this Caribbean melting pot.",2062
you can't take it with you,"Alice, the only relatively normal member of the eccentric Sycamore family, falls in love with Tony Kirby. His wealthy banker father, Anthony P. Kirby, and his snobbish mother, strongly disapprove of the match. When the Kirbys are invited to dinner to become better acquainted with their future in-laws, things do not turn out the way Alice had hoped.",2063
from here to eternity,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",2064
she wore a yellow ribbon,"After Custer and the 7th Cavalry are wiped out by Indians, everyone expects the worst. Capt. Nathan Brittles is ordered out on patrol but he's also required to take along Abby Allshard, wife of the Fort's commanding officer, and her niece, the pretty Olivia Dandridge, who are being evacuated for their own safety. Brittles is only a few days away from retirement and Olivia has caught the eye of two of the young officers in the Company, Lt. Flint Cohill and 2nd Lt. Ross Pennell. She's taken to wearing a yellow ribbon in her hair, a sign that she has a beau in the Cavalry, but refuses to say for whom she is wearing it.",2065
foolish,"'Foolish' Waise is a talented comedian with a hard-edge trying to make it in the comedy clubs in LA while his brother is a hard-nosed gangster trying to make it on the streets. With all the competition they face in their chosen ""professions,"" their biggest battle is with each other over the love of a pretty girl.",2066
cabin fever,"In this grisly remake of the 2002 horror hit, five college chums rent an isolated woodland cabin for a party. But their fun quickly ends when the group is exposed to a hideous flesh-eating virus, and survival becomes the name of the game.",2067
waitress,"Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",2068
bloodsport,"Frank Dux has entered the ""kumite"", an illegal underground martial-arts competition where serious injury and even death are not unknown. Chong Li, a particularly ruthless and vicious fighter is the favorite, but then again Dux has not fought him yet.",2069
mr. smith goes to washington,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal.",2070
kids,"A controversial portrayal of teens in New York City which exposes a deeply disturbing world of sex and substance abuse. The film focuses on a sexually reckless, freckle-faced boy named Telly, whose goal is to have sex with as many different girls as he can. When Jenny, a girl who has had sex only once, tests positive for HIV, she knows she contracted the disease from Telly. When Jenny discovers that Telly's idea of ""safe sex"" is to only have sex with virgins, and is continuing to pass the disease onto other unsuspecting girls, Jenny makes it her business to try to stop him.",2071
kissing jessica stein,"Jessica, a Jewish copy editor living and working in New York City, is plagued by failed blind dates with men, and decides to answer a newspaper's personal advertisement. The advertisement has been placed by 'lesbian-curious' Helen Cooper, a thirtysomething art gallerist.",2072
spellbound,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",2073
spellbound,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",2074
exotica,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's owner, Zoe. Meanwhile Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives. Gradually, connections between the traumatic pasts of these characters are revealed.",2075
repo man,"A down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the CIA, and a most wanted '64 Chevy.",2076
killing zoe,"Zed (Eric Stoltz) is an American vault-cracker who travels to Paris to meet up with his old friend Eric (Jean-Hugues Anglade). Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.",2077
snow angels,"Waitress Annie has separated from her suicidal alcoholic husband, Glenn. Glenn has become an evangelical Christian, but his erratic attempts at getting back into Annie's life have alarmed her. High school student Arthur works at Annie's restaurant, growing closer to a new kid in town, Lila, after class. When Glenn and Annie's daughter go missing, the whole town searches for her, as he increasingly spirals out of control.",2078
session 9,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,2079
i want someone to eat cheese with,"Life has its downs for James, living with his mom in Chicago at 39, an aging performer at Second City, eating and weighing too much. A woman he's been dating drops him, as does his agent, her brother. James turns down roles in local TV, roles that make him sad. Someone's remaking his favorite movie, ""Marty,"" a role he'd love, but he doesn't even get an audition.",2080
modern times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,2081
stolen summer,"Pete, an eight-year-old Catholic boy growing up in the suburbs of Chicago in the mid-1970s, attends Catholic school, where as classes let out for the summer, he's admonished by a nun to follow the path of the Lord, and not that of the Devil. Perhaps taking this message a bit too seriously, Pete decides it's his goal for the summer to help someone get into heaven; having been told that Catholicism is the only sure path to the kingdom of the Lord, Pete decides to convert a Jew to Catholicism in order to improve their standing in the afterlife. Hoping to find a likely candidate, Pete begins visiting a nearby synagogue, where he gets to know Rabbi Jacobson, who responds to Pete's barrage of questions with good humor. Pete also makes friends with the Rabbi's son, Danny, who is about the same age; when he learns that Danny is seriously ill, he decides Danny would be an excellent choice for conversion.",2082
forty shades of blue,A Russian woman living in Memphis with a much older rock-n-roll legend experiences a personal awakening when her husband's estranged son comes to visit.,2083
snow white and the seven dwarfs,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",2084
shalako,"Sean Connery is Shalako, a guide in the old West who has to rescue an aristocratic British hunting party from Indians and bandits.",2085
incident at loch ness,"The German film director Werner Herzog sets out to the Scottish Highlands to make a documentary, ""Enigma of Loch Ness"", exploding the myth of the Loch Ness Monster. Meanwhile, another documentary film crew is making a film about Werner Herzog, and we see the production of ""Enigma"" from their point of view. Shooting on a rented boat, tensions begin to rise as director Herzog and his producer, Zak Penn, find themselves at cross-purposes on the black surface of Loch Ness. Things get very edgy when the film crew starts seeing shapes in the murky water.",2086
trees lounge,"Tommy has lost his job, his love and his life. He lives in a small apartment above the Trees Lounge, a bar which he frequents along with a few other regulars without lives. He gets a job driving an ice cream truck and ends up getting involved with the seventeen-year-old niece of his ex-girlfriend. This gets him into serious trouble with her father.",2087
def-con 4,"Two men and a woman circle the globe in a satellite armed with a nuclear device. The third world war breaks out, and a few months later the satellite crashes. They survive the crash but one man gets killed by survivors and the other man gets caught. The woman stays by the remains of the the satellite but is soon caught by evil punks who have taken power.",2088
rebecca,A self-conscious bride is tormented by the memory of her husband's dead first wife.,2089
friday the 13th part 2,"Five years after the horrible bloodbath at Camp Crystal Lake, it seems Jason Voorhees and his demented mother are in the past. Paul opens up a new camp close to the infamous site, ignoring warnings to stay away, and a sexually-charged group of counselors follow -- including child psychologist major Ginny. But Jason has been hiding out all this time, and now he's ready for revenge.",2090
c.h.u.d.,"A rash of bizarre murders in New York City seems to point to a group of grotesquely deformed vagrants living in the sewers. A courageous policeman, a photo journalist and his girlfriend, and a nutty bum, who seems to know a lot about the creatures, band together to try and determine what the creatures are and how to stop them.",2091
niagara,"Rose Loomis and her older, gloomier husband, George, are vacationing at a cabin in Niagara Falls, N.Y. The couple befriend Polly and Ray Cutler, who are honeymooning in the area. Polly begins to suspect that something is amiss between Rose and George, and her suspicions grow when she sees Rose in the arms of another man. While Ray initially thinks Polly is overreacting, things between George and Rose soon take a shockingly dark turn.",2092
how green was my valley,"At the turn of the century in a Welsh mining village, the Morgans (he stern, she gentle) raise coal-mining sons and hope their youngest will find a better life. Lots of atmosphere, very sentimental view of pre-union miners' lives. The film is based on the 1939 Richard Llewellyn novel of the same name.",2093
"sex, lies, and videotape",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,2094
saw,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",2095
super troopers,"Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory.",2096
monsoon wedding,From an exciting Indian wedding comes a relationship from two different times not only showing the modern but also the traditional. Different characters and stories interact with each other in director Mira Nair film where she used an Indian-American production to illustrate these themes modern day Indians are very familiar with.,2097
you can count on me,"A single mother's life is thrown into turmoil after her struggling, rarely-seen younger brother returns to town.",2098
but i'm a cheerleader,"Megan is an all-American girl. A cheerleader. She has a boyfriend. But Megan doesn't like kissing her boyfriend very much. And she's pretty touchy with her cheerleader friends. Her conservative parents worry that she must be a lesbian and send her off to ""sexual redirection"" school, where she must learn how to be straight.",2099
reservoir dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",2100
airborne,"Mitchell Goosen is sixteen/seventeen year old kid from California who loves to surf and roller blade. Yet, his parents, who are two zoologists were given a grant to work in Australia. The only problem was: Mitchell couldn't go with them. So, he gets sent to stay with his aunt, uncle, and cousin in Cincinnati, Ohio. When he arrives, he meets his cousin who is also his new roommate for the next six months: Wiley. Mitchell then goes to school and gets on the bad side the high school hockey players. Mitchell and Wiley end up enduring weeks of torture from the guys. Then, the big guys and Mitchell and Wiley have to learn to get along to try to beat the Central High School rivals in a competition down Devil's Backbone",2101
waiting...,"Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics.",2102
dead man's shoes,A soldier returns home to his small town and exacts a deadly revenge on the thugs who tormented his dimwitted brother while he was away.,2103
dracula: pages from a virgin's diary,"A ballet rendition of Bram Stoker's gothic novel DRACULA, presented in a style reminiscent of the silent expressionistic cinema of the early 20th Century. This work employs the subtle and sometimes bold use of color to emphasize its themes, but mainly is presented in black-and-white, or tinted in monochrome. No spoken dialogue can be heard, and the story of a sinister but intriguing immigrant who preys upon young English women unfolds through dance, pantomime and subtitles.",2104
casablanca,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",2105
